Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type,Address,City,Contact,Claim_ID,Receiver_ID,Status,Timestamp,Name_Receiver,Type_Receiver,City_Receiver,Contact_Receiver
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast,"Young, Moran and Morris",Catering Service,"0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,661.0,560.0,Pending,2025-03-09 02:37:00,Matthew Mendez,Shelter,South Meganland,+1-406-192-3141x20799
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast,"Young, Moran and Morris",Catering Service,"0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,935.0,788.0,Cancelled,2025-03-17 07:27:00,Beth Phillips,NGO,Zacharyview,(293)383-2279x8386
521,Vegetables,23,2025-03-17,792,Catering Service,Mortonfort,Vegan,Snacks,Rogers-Maldonado,Catering Service,"9659 Reed Ridge
Waltersshire, MO 80569",Mortonfort,343-728-0009x45256,514.0,274.0,Cancelled,2025-03-21 00:05:00,Robin Ross,Individual,East Williamborough,(780)754-0093
522,Rice,7,2025-03-22,783,Restaurant,Port Melanie,Vegetarian,Lunch,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998,604.0,737.0,Completed,2025-03-11 21:27:00,James Brown,Shelter,Lake Catherine,(152)508-8754x91151
523,Salad,29,2025-03-22,351,Grocery Store,South Stefanietown,Non-Vegetarian,Lunch,Berry-Mack,Grocery Store,"188 Tamara Crossroad
Lake Melissa, FL 63621",South Stefanietown,(769)872-1659,218.0,176.0,Pending,2025-03-06 20:46:00,Brendan Farley,NGO,Nicoleport,376.330.3007
524,Soup,25,2025-03-18,387,Grocery Store,West Juliabury,Vegan,Snacks,Barrera-Ward,Grocery Store,"55591 Eric Corners Apt. 955
Riveraburgh, NJ 52897",West Juliabury,958.242.0037,446.0,874.0,Cancelled,2025-03-10 21:31:00,Danny Brown,Individual,East Shirley,829.371.2280x79605
525,Soup,30,2025-03-16,717,Catering Service,Pamelaberg,Vegetarian,Lunch,Shepherd and Sons,Catering Service,"533 Peters Locks Suite 995
West Mindyhaven, MS 87079",Pamelaberg,+1-508-027-9784,411.0,406.0,Pending,2025-03-18 16:53:00,Ashley Martinez,NGO,Lake Crystal,151-521-2736
526,Rice,11,2025-03-30,883,Supermarket,New Jacob,Vegetarian,Lunch,"Lewis, Wagner and Solis",Supermarket,"250 Chloe Common
South Elizabethbury, NH 23690",New Jacob,001-094-480-8706,68.0,321.0,Pending,2025-03-02 04:49:00,Wanda Wise,Shelter,South Bethanyport,(940)028-0493x49472
527,Dairy,3,2025-03-23,674,Restaurant,Anthonyhaven,Non-Vegetarian,Snacks,Reid-Johnson,Restaurant,"3607 Williams Canyon Suite 553
East Marcmouth, DC 84269",Anthonyhaven,071-461-6662x422,,,,,,,,
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Vegan,Snacks,"Gonzalez, Dunn and Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,351.0,936.0,Pending,2025-03-02 10:41:00,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Vegan,Snacks,"Gonzalez, Dunn and Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,429.0,299.0,Pending,2025-03-14 18:15:00,Michael Curtis,Shelter,Alexanderbury,+1-523-687-8881x66849
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Vegan,Snacks,"Gonzalez, Dunn and Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,810.0,281.0,Cancelled,2025-03-15 06:11:00,Mrs. Kristin Adams DDS,Charity,Lake Christychester,073-764-3235
529,Dairy,48,2025-03-17,901,Supermarket,West Melissastad,Non-Vegetarian,Dinner,Galvan Ltd,Supermarket,"053 Richard Glens
Port Tanya, AR 46804",West Melissastad,6379149942,694.0,454.0,Completed,2025-03-01 06:03:00,Steven Griffin,NGO,Cruzborough,511.595.0189
529,Dairy,48,2025-03-17,901,Supermarket,West Melissastad,Non-Vegetarian,Dinner,Galvan Ltd,Supermarket,"053 Richard Glens
Port Tanya, AR 46804",West Melissastad,6379149942,806.0,650.0,Pending,2025-03-02 07:54:00,Nicholas Peterson,NGO,West Troyview,001-528-783-1533x9196
530,Soup,32,2025-03-27,583,Catering Service,Marcstad,Vegetarian,Breakfast,Martin-Wright,Catering Service,"45525 Ronald Forks
Mauricestad, ID 75984",Marcstad,(870)723-3756x318,,,,,,,,
531,Salad,42,2025-03-17,57,Grocery Store,Port Robin,Vegan,Lunch,Cook Group,Grocery Store,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,279.0,808.0,Pending,2025-03-13 17:05:00,Pamela Finley,Individual,Harrisfurt,001-160-542-5380x55508
531,Salad,42,2025-03-17,57,Grocery Store,Port Robin,Vegan,Lunch,Cook Group,Grocery Store,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,453.0,468.0,Cancelled,2025-03-12 22:16:00,David Castro,Shelter,Heatherhaven,701.529.8611x3352
532,Bread,50,2025-03-20,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast,"Phelps, Graham and Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,500.0,102.0,Completed,2025-03-17 05:29:00,Daniel Burton,Individual,North Matthewhaven,972.284.4190x487
533,Fruits,25,2025-03-17,273,Supermarket,New Carol,Vegetarian,Breakfast,Hammond LLC,Supermarket,"7396 Patrick Row
East Roy, UT 18983",New Carol,001-324-482-4894,,,,,,,,
534,Vegetables,34,2025-03-30,223,Restaurant,Longland,Non-Vegetarian,Dinner,Hodges and Sons,Restaurant,"7970 Robinson Field
Salinaschester, CT 85213",Longland,504.107.9130,54.0,737.0,Cancelled,2025-03-06 01:44:00,James Brown,Shelter,Lake Catherine,(152)508-8754x91151
534,Vegetables,34,2025-03-30,223,Restaurant,Longland,Non-Vegetarian,Dinner,Hodges and Sons,Restaurant,"7970 Robinson Field
Salinaschester, CT 85213",Longland,504.107.9130,422.0,849.0,Completed,2025-03-12 10:29:00,Kyle Johnson,Shelter,Ellisshire,001-887-766-6073
535,Fish,24,2025-03-29,668,Grocery Store,Salinasville,Vegan,Snacks,"Williams, Simpson and Waters",Grocery Store,"6223 Bailey Knoll Suite 714
North Natashatown, IL 23650",Salinasville,9364930023,,,,,,,,
536,Rice,13,2025-03-19,683,Grocery Store,Christinetown,Vegan,Dinner,Pratt Ltd,Grocery Store,"2440 Bauer Drive
Wellsstad, PA 54419",Christinetown,001-318-035-8959x2452,357.0,704.0,Cancelled,2025-03-08 02:25:00,Jason Lowe,NGO,Sarahside,063.115.0253
537,Salad,9,2025-03-17,949,Supermarket,Lake Deborah,Vegetarian,Breakfast,"Jackson, Howe and Gentry",Supermarket,"Unit 6067 Box 3679
DPO AA 63953",Lake Deborah,071-338-9174,,,,,,,,
538,Dairy,18,2025-03-29,840,Restaurant,Cisnerostown,Vegetarian,Lunch,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,71.0,897.0,Cancelled,2025-03-02 15:34:00,Shelby Rice,Shelter,New Loriberg,+1-213-470-2112x7474
538,Dairy,18,2025-03-29,840,Restaurant,Cisnerostown,Vegetarian,Lunch,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,362.0,9.0,Cancelled,2025-03-02 09:04:00,Emily Turner,Shelter,West Robert,001-631-022-6157x520
539,Vegetables,14,2025-03-22,161,Supermarket,Perezport,Vegetarian,Breakfast,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,,,,,,,,
540,Soup,33,2025-03-22,31,Grocery Store,South Kellyberg,Non-Vegetarian,Snacks,Thompson-Kerr,Grocery Store,"123 Barber Divide
New Stephanie, KY 35738",South Kellyberg,(786)641-7043,686.0,900.0,Pending,2025-03-07 09:12:00,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836
541,Vegetables,12,2025-03-29,549,Catering Service,East Deborah,Vegan,Dinner,"Doyle, Clark and Campbell",Catering Service,"USS Howard
FPO AP 75180",East Deborah,205.237.3375,,,,,,,,
542,Bread,7,2025-03-26,926,Grocery Store,North Chase,Vegetarian,Lunch,Perkins Ltd,Grocery Store,"6749 Stewart Trace
New Thomas, KY 96239",North Chase,+1-701-674-2402,,,,,,,,
543,Fruits,9,2025-03-26,526,Supermarket,South Tylerstad,Vegan,Dinner,"Harrington, Jimenez and Carr",Supermarket,"7266 Alvarez Junctions Suite 564
New Robertfort, MT 85213",South Tylerstad,154-764-8062,51.0,255.0,Pending,2025-03-04 10:59:00,Walter Myers,Individual,New Tina,+1-285-278-8381x0454
544,Soup,36,2025-03-30,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,252.0,242.0,Completed,2025-03-20 03:22:00,Matthew Pearson,NGO,Garciaview,6212235497
544,Soup,36,2025-03-30,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,878.0,889.0,Cancelled,2025-03-14 05:12:00,Holly Aguilar,NGO,West Sara,799.506.2068
545,Pasta,23,2025-03-29,984,Catering Service,South Edwardtown,Vegetarian,Snacks,Gamble-Davis,Catering Service,"6516 Natalie Parkway Apt. 359
Port Angelicaville, OK 74292",South Edwardtown,298.868.0798x375,900.0,532.0,Completed,2025-03-03 21:06:00,David Sellers DVM,Individual,South Michaelfurt,492.321.3443
546,Pasta,33,2025-03-24,116,Grocery Store,Moseshaven,Vegan,Snacks,Mcdaniel-Morales,Grocery Store,"683 Damon Groves
Port Michael, NE 84293",Moseshaven,001-702-836-3122,,,,,,,,
547,Chicken,26,2025-03-23,825,Supermarket,South Bryan,Vegan,Snacks,"Smith, Lynch and Anderson",Supermarket,"85965 Vanessa Hollow
New Patriciamouth, WA 82198",South Bryan,+1-560-761-6843x29675,,,,,,,,
548,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,140.0,168.0,Completed,2025-03-18 01:19:00,Kayla Johnson,Shelter,East Timhaven,786.534.5065
548,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,346.0,87.0,Pending,2025-03-15 06:06:00,Tammy Walker MD,Charity,West Ronaldland,(982)044-7177
548,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,398.0,459.0,Pending,2025-03-06 17:22:00,Brandon Riley,NGO,Powerston,742-364-6134
548,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,405.0,858.0,Completed,2025-03-18 02:49:00,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285
548,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,480.0,670.0,Pending,2025-03-17 23:08:00,Amber Hobbs,NGO,Rogersfort,914.864.5127x8523
549,Rice,34,2025-03-23,631,Supermarket,North Kevinhaven,Non-Vegetarian,Breakfast,"Mueller, Savage and Hudson",Supermarket,"959 Joseph Square Apt. 513
Lake Jennifer, IL 84011",North Kevinhaven,(995)505-1664,,,,,,,,
550,Rice,16,2025-03-29,836,Catering Service,New Ninashire,Vegan,Dinner,Phillips PLC,Catering Service,"4419 Moore Pike Apt. 613
West Cheryl, VA 40988",New Ninashire,+1-041-200-9724x3812,222.0,747.0,Pending,2025-03-14 23:06:00,Vanessa Johnson,Shelter,Wilsonshire,(151)347-7079x5528
551,Chicken,4,2025-03-26,245,Restaurant,Lake Heather,Vegan,Lunch,Williams and Sons,Restaurant,"8921 Juan Ville
New Monicashire, MD 92426",Lake Heather,+1-279-007-2137x9870,976.0,409.0,Completed,2025-03-07 12:50:00,Matthew Simmons PhD,Shelter,Brandonhaven,001-040-668-4559x58950
552,Dairy,44,2025-03-21,98,Supermarket,Gardnerfort,Vegetarian,Dinner,Hogan-Johnston,Supermarket,"00006 Amy Wall Apt. 134
Zimmermanborough, PA 57869",Gardnerfort,184-472-6932,,,,,,,,
553,Salad,36,2025-03-24,93,Supermarket,New Daniel,Vegan,Breakfast,"Davis, Vaughan and Shepherd",Supermarket,"89992 Quinn Plain Apt. 912
North Laura, IN 05742",New Daniel,(147)151-2023x6618,343.0,62.0,Pending,2025-03-18 15:08:00,Nichole Lewis,NGO,North Catherinefurt,777-445-5269x5255
554,Soup,31,2025-03-20,754,Restaurant,North Sharonburgh,Non-Vegetarian,Breakfast,Rodriguez and Sons,Restaurant,"210 Dickerson Pine
Port Troy, KY 22574",North Sharonburgh,477.309.3018x208,284.0,702.0,Pending,2025-03-19 08:45:00,Rebecca Chan,Charity,West Brittany,(279)707-3052
554,Soup,31,2025-03-20,754,Restaurant,North Sharonburgh,Non-Vegetarian,Breakfast,Rodriguez and Sons,Restaurant,"210 Dickerson Pine
Port Troy, KY 22574",North Sharonburgh,477.309.3018x208,636.0,144.0,Cancelled,2025-03-18 17:20:00,Jennifer Nelson,Individual,North Paul,(613)802-7241x644
555,Dairy,47,2025-03-20,371,Grocery Store,Solisburgh,Vegan,Breakfast,"Montgomery, Dominguez and Hopkins",Grocery Store,"565 Davis Shoals
New James, ND 98971",Solisburgh,575.394.8230x121,594.0,14.0,Pending,2025-03-16 20:01:00,Brian Fischer,Shelter,Burkeside,947-041-3246x326
556,Fish,48,2025-03-21,938,Restaurant,Hollyhaven,Vegan,Lunch,Barker LLC,Restaurant,"5999 Brenda Trail Apt. 807
Amberstad, VT 22034",Hollyhaven,+1-530-780-2072x25507,46.0,412.0,Cancelled,2025-03-12 02:30:00,David Carney,NGO,Port Dianemouth,001-710-732-1565x428
557,Vegetables,20,2025-03-30,169,Grocery Store,Lindseyland,Non-Vegetarian,Dinner,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,157.0,600.0,Completed,2025-03-16 14:13:00,Bruce Alexander,Individual,New Tammyhaven,376.501.2938
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,241.0,103.0,Completed,2025-03-12 02:23:00,Karen Cruz,Individual,West Justin,(500)583-5978
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,873.0,173.0,Pending,2025-03-17 05:22:00,Jason Moore,NGO,West Courtneyport,913.468.5154x18139
558,Chicken,32,2025-03-20,267,Catering Service,Port Kevinburgh,Vegetarian,Snacks,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,966.0,509.0,Cancelled,2025-03-13 23:25:00,Drew Edwards,Charity,Huffmouth,+1-910-217-0650x58040
559,Salad,18,2025-03-22,814,Grocery Store,Allenborough,Vegan,Dinner,"Scott, Lopez and Baldwin",Grocery Store,"335 Mark Center
Grantport, HI 41240",Allenborough,001-590-644-2836,579.0,342.0,Completed,2025-03-19 11:30:00,Kristina Vargas,Charity,Lake Rebeccaton,364.779.6707x066
560,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,542.0,442.0,Completed,2025-03-13 22:53:00,Natasha Harper,NGO,Port Sara,(474)763-3272x81635
560,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,587.0,637.0,Pending,2025-03-10 01:27:00,Benjamin Soto,NGO,West Garretthaven,8693958395
561,Pasta,47,2025-03-20,861,Grocery Store,Lake Kendramouth,Non-Vegetarian,Lunch,"Rogers, Robbins and Cook",Grocery Store,"9927 Russell Pike
North Barry, NM 90744",Lake Kendramouth,387-013-3363,,,,,,,,
562,Dairy,3,2025-03-30,906,Supermarket,West Kevin,Vegan,Dinner,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,358.0,717.0,Completed,2025-03-09 12:56:00,Jonathon Gregory,Individual,Shortfort,040-511-7461x377
563,Pasta,37,2025-03-19,554,Restaurant,Brandyberg,Non-Vegetarian,Lunch,Jackson Ltd,Restaurant,"325 Becker Pass
West Bobshire, MT 42103",Brandyberg,920-705-5617x44135,964.0,451.0,Pending,2025-03-17 10:43:00,Marcus Gregory,Shelter,Hollyside,(452)490-4054x2105
564,Fish,29,2025-03-28,518,Grocery Store,Anneville,Non-Vegetarian,Lunch,"Hill, Davis and Stewart",Grocery Store,"6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,347.0,283.0,Pending,2025-03-11 20:37:00,Edward Cook,Charity,Isaiahtown,990-534-5202x158
565,Pasta,36,2025-03-24,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch,Kelly-Ware,Catering Service,"482 Bush Island
Wrightburgh, MI 64397",Bentleyburgh,(033)969-7445x782,484.0,833.0,Cancelled,2025-03-14 13:15:00,Kelly Pierce,Shelter,West Josephland,370.467.1150x479
565,Pasta,36,2025-03-24,41,Catering Service,Bentleyburgh,Non-Vegetarian,Lunch,Kelly-Ware,Catering Service,"482 Bush Island
Wrightburgh, MI 64397",Bentleyburgh,(033)969-7445x782,882.0,850.0,Completed,2025-03-12 20:44:00,Kristopher Mendoza,Individual,Bradfurt,(678)116-6339x54475
566,Fish,8,2025-03-17,328,Grocery Store,Port Rubenville,Vegan,Lunch,"Walker, Brennan and Townsend",Grocery Store,"Unit 9379 Box 7124
DPO AP 65325",Port Rubenville,(194)900-2168,,,,,,,,
567,Bread,3,2025-03-28,234,Catering Service,New Joel,Vegetarian,Breakfast,Sherman-Baker,Catering Service,"07362 Kimberly Village Suite 643
Andersonton, VA 24172",New Joel,301.017.1427,,,,,,,,
568,Fruits,11,2025-03-29,709,Restaurant,South Kathryn,Non-Vegetarian,Breakfast,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,270.0,477.0,Completed,2025-03-17 09:23:00,Jorge Young,Shelter,Lake Rebeccaton,208.678.3432
569,Fish,20,2025-03-25,68,Supermarket,North Elizabeth,Vegan,Lunch,Sherman-Wolfe,Supermarket,"0312 Garcia Ferry
Port Deannaberg, DC 72769",North Elizabeth,001-797-628-1681x740,,,,,,,,
570,Vegetables,8,2025-03-16,659,Restaurant,East Lori,Non-Vegetarian,Breakfast,Callahan-Olsen,Restaurant,"Unit 8901 Box 2688
DPO AP 76819",East Lori,479-524-3396x53216,608.0,484.0,Cancelled,2025-03-08 05:26:00,Mary Harrington,Shelter,Port Jason,(773)159-6013x005
571,Salad,39,2025-03-18,49,Supermarket,Lake Traceyburgh,Non-Vegetarian,Breakfast,"Miller, Braun and Graham",Supermarket,"USS Roberts
FPO AE 04254",Lake Traceyburgh,001-704-201-5818x1702,916.0,472.0,Pending,2025-03-13 03:13:00,Brian Hill,Charity,Port Dominique,001-468-666-0994x3200
572,Bread,46,2025-03-22,212,Supermarket,Port Markview,Vegetarian,Dinner,"Dennis, Parker and Sanchez",Supermarket,"456 Nelson Street
Ericside, NH 82097",Port Markview,921-065-5873x078,238.0,728.0,Cancelled,2025-03-20 15:24:00,Dustin Stark,Charity,Kimberlymouth,(716)950-4574x79791
572,Bread,46,2025-03-22,212,Supermarket,Port Markview,Vegetarian,Dinner,"Dennis, Parker and Sanchez",Supermarket,"456 Nelson Street
Ericside, NH 82097",Port Markview,921-065-5873x078,421.0,173.0,Pending,2025-03-08 14:48:00,Jason Moore,NGO,West Courtneyport,913.468.5154x18139
573,Fish,40,2025-03-30,111,Supermarket,South Davidside,Vegetarian,Snacks,Ball-Church,Supermarket,"096 Robin Walks Suite 454
Foxburgh, NC 51501",South Davidside,(352)764-4709,289.0,86.0,Pending,2025-03-17 02:03:00,Jessica Grant,Charity,Smithshire,601.132.1809x716
574,Vegetables,17,2025-03-29,239,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast,"Simpson, Thomas and Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,743.0,996.0,Cancelled,2025-03-08 15:17:00,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289
574,Vegetables,17,2025-03-29,239,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast,"Simpson, Thomas and Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,933.0,301.0,Cancelled,2025-03-02 06:24:00,Kristina Simpson,NGO,Melissaport,3752453906
575,Pasta,15,2025-03-18,88,Restaurant,Salastown,Non-Vegetarian,Breakfast,"Oliver, Williams and Rich",Restaurant,"2297 Dunlap Plains
South Shannon, MT 97282",Salastown,+1-509-255-9684x4064,,,,,,,,
576,Salad,35,2025-03-24,786,Restaurant,Basstown,Non-Vegetarian,Lunch,Simmons-Davis,Restaurant,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,,,,,,,,
577,Bread,30,2025-03-29,161,Supermarket,Perezport,Non-Vegetarian,Dinner,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,328.0,183.0,Completed,2025-03-06 15:44:00,Nicole Walker,Individual,Thomasland,001-617-475-6913x02561
578,Salad,27,2025-03-29,285,Restaurant,West Corey,Vegan,Snacks,Sanchez-Fisher,Restaurant,"77514 Todd Creek Apt. 870
East Ashley, ND 47642",West Corey,971.803.6233x098,,,,,,,,
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,161.0,901.0,Pending,2025-03-14 22:58:00,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,182.0,342.0,Pending,2025-03-19 01:41:00,Kristina Vargas,Charity,Lake Rebeccaton,364.779.6707x066
579,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,987.0,769.0,Cancelled,2025-03-04 13:27:00,John Warner,Shelter,Cookhaven,+1-003-320-5395
580,Rice,21,2025-03-24,497,Catering Service,Chelseyfort,Non-Vegetarian,Snacks,Sparks-Berry,Catering Service,"72131 Walter Radial Suite 498
Port David, ND 60911",Chelseyfort,867.938.9153x710,924.0,154.0,Pending,2025-03-13 16:32:00,Thomas Johnson,Shelter,Lake Victoriaport,6267945876
